3.25,143.752
3.718,143.565
4.073,142.19
4.43,142.69
4.803,141.752
5.125,143.44
5.449,143.315
5.878,142.377
6.089,141.252
6.411,142.752
6.733,142.44
7.057,143.565
7.379,142.752
7.704,142.752
8.029,141.502
8.356,143.44
8.676,143.065
9,141.502
9.321,144.252
9.751,141.627
9.96,145.627
10.282,143.752
10.709,143.627
10.924,142.315
11.244,144.252
11.569,143.565
11.887,144.252
12.208,143.002
12.639,144.877
12.851,143.877
13.172,145.002
13.496,143.815
13.823,143.252
14.148,145.752
14.573,142.315
15.005,143.065
15.218,144.752
15.541,143.252
15.864,143.877
16.19,143.815
16.513,143.69
16.838,145.002
17.166,144.377
17.492,144.127
17.819,143.065
18.145,144.502
18.474,143.127
18.798,142.752
19.237,143.19
19.461,144.002
19.791,143.002
20.119,143.065
20.443,144.377
20.767,144.627
21.201,143.19
21.416,143.752
21.74,144.752
22.063,141.877
22.386,143.877
22.709,146.252
23.036,143.002
23.361,142.127
23.69,145.502
24.125,143.627
24.336,145.19
24.659,145.502
24.982,143.69
25.403,142.565
25.727,143.002
26.055,142.19
26.38,144.002
26.7,144.252
27.136,143.252
27.353,144.065
27.686,143.252
28.013,143.44
28.338,144.565
28.666,144.127
29.097,144.252
29.312,142.815
29.642,143.627
30.083,142.252
30.298,143.94
30.625,144.127
30.952,144.19
31.282,142.752
31.613,143.94
31.939,142.502
32.267,142.502
32.59,142.94
32.918,144.502
33.247,142.69
33.689,143.94
34.019,145.315
34.236,144.002
34.561,142.002
34.997,143.002
35.212,142.565
35.54,143.502
35.875,142.94
36.305,142.94
36.632,143.127
36.958,142.565
37.284,144.002
37.614,143.69
37.939,142.565
38.266,143.315
38.594,143.502
38.916,142.065
39.24,142.565
39.565,143.565
39.891,143.19
40.326,143.065
40.546,142.627
40.877,143.627
41.207,143.565
41.529,140.69
41.859,144.252
42.186,142.065
42.511,144.127
42.842,144.19
43.172,143.377
43.499,144.502
43.827,143.377
44.163,144.377
44.49,142.752
44.814,143.627
45.141,142.627
45.47,142.877
45.906,142.877
46.125,144.127
46.453,142.065
46.879,144.502
47.207,144.127
47.536,143.065
47.864,141.502
48.196,143.065
48.525,143.127
48.851,142.44
49.178,142.877
49.506,142.315
49.835,142.19
50.166,143.065
50.495,142.752
50.822,142.252
51.151,143.127
51.583,143.252
51.797,143.44
52.125,143.815
52.458,143.002
52.789,144.002
53.114,143.44
53.445,144.127
53.774,143.377
54.099,142.44
54.426,143.19
54.756,142.627
55.086,143.627
55.418,143.065
55.747,142.752
56.078,145.377
56.41,141.815
56.742,142.752
57.073,143.815
57.406,143.877
57.84,142.44
58.174,143.877
58.505,142.315
58.95,142.877
59.17,143.565
59.504,144.252
59.947,143.002
60.284,142.627
60.509,143.502
60.846,144.127
61.178,144.44
61.621,141.94
61.844,143.127
62.175,143.44
62.618,143.565
62.839,143.627
63.171,144.19
63.502,142.252
63.947,143.252
64.279,143.94
64.498,143.002
64.828,144.252
65.163,144.502
65.496,143.315
65.829,143.44
66.161,143.127
66.497,144.377
66.829,142.627
67.159,143.315
67.492,144.377
67.826,143.315
68.157,144.127
68.703,143.065
68.931,142.502
69.276,144.065
69.612,142.315
69.946,143.44
70.285,142.252
70.619,142.252
70.952,142.815
71.287,143.44
71.624,140.502
71.959,143.69
72.291,142.44
72.627,142.19
72.961,142.252
73.296,143.565
73.742,144.19
73.966,142.627
74.303,141.94
3.202,142.877
3.574,143.252
3.939,143.252
4.307,142.377
4.671,142.877
5.035,143.127
5.4,144.19
5.768,142.815
6.135,143.002
6.502,142.315
6.867,141.815
7.234,143.69
7.599,143.315
7.967,144.065
8.334,140.315
8.701,142.877
9.168,144.252
9.536,142.877
9.905,143.065
10.271,142.627
10.642,143.815
11.008,143.377
11.371,144.94
11.733,143.065
12.102,143.127
12.434,142.94
12.761,140.377
13.094,143.377
13.428,143.44
13.764,143.252
14.098,143.127
14.43,145.377
14.767,145.127
15.099,143.69
15.429,143.94
15.76,143.565
16.089,145.065
16.421,142.627
16.788,142.877
17.159,144.252
17.528,143.252
17.897,144.065
18.266,143.252
18.634,144.002
19.003,143.315
19.372,142.002
19.738,142.877
20.105,143.94
20.486,142.502
20.966,142.377
21.341,143.815
21.709,141.815
22.084,144.252
22.455,142.752
22.822,143.69
23.192,145.315
23.563,141.69
23.929,145.315
24.298,142.815
24.663,144.252
25.034,143.377
25.4,142.69
25.77,144.315
26.133,144.002
26.497,142.94
26.87,144.69
27.241,143.565
27.606,145.815
27.973,144.69
28.346,144.502
28.716,144.94
29.083,143.815
29.458,144.127
29.837,142.877
30.208,144.252
30.574,145.627
30.947,144.627
31.318,143.002
31.689,144.502
32.059,144.377
32.429,146.315
32.915,146.69
33.291,144.377
33.666,145.315
34.034,144.752
34.405,145.065
34.774,144.69
35.144,144.377
35.516,144.127
35.885,144.565
36.256,145.627
36.628,144.377
